Sr,Name,Material Code,Material Name,Material Group,Marerial New Group,Has Serial No,Customer Code
2861,101149,101149,F/T Switch,Consumable,Electrical (Stores & Spares),0,
2862,101148,101148,Aluminium Wire (2 core 10 mm),Consumable,Electrical (Stores & Spares),0,
2863,101147,101147,Pin for Insulator (4*10),Consumable,Electrical (Stores & Spares),0,
2864,100039,100039,Tissue Paper,Consumable,Office Printing & Stationery Stores & Spares,0,
2865,101146,101146,Ethernet Switch 8 ports,Consumable,Data Processig Stores & Spares,0,
2866,101145,101145,Jerrycan (Plastic can) 10Ltr,Consumable,Other Miscelleanous Stores & Spares,0,
2867,101144,101144,"Triangle File 5""",Consumable,Tools and Tackle,0,
2868,101143,101143,Flat File 10''(Iron Sharpening),Consumable,Tools and Tackle,0,
2869,100632,100632,Diesel Filter for LPK 1618,Consumable,Motor Vehicle Stores & Spares (GAD),0,
2870,100629,100629,Air Filter Inner for LPK 1618 (Safety),Consumable,Motor Vehicle Stores & Spares (GAD),0,
2871,100630,100630,Air Filter outer for LPK 1618 (Primary),Consumable,Motor Vehicle Stores & Spares (GAD),0,
2872,101138,101138,Distilled Water (P/7),Consumable,Lubricants,0,
2873,101142,101142,Telus 68 (Compressor Oil (P/18),Consumable,Lubricants,0,
2874,101141,101141,TDTO 30 Transmission Oil (Cat),Consumable,Lubricants,0,
2875,101140,101140,Hyd. Oil (Pol) (P/23),Consumable,Lubricants,0,
2876,101139,101139,Engine Oil 15w40 (Veedol) (Pol/(P),Consumable,Lubricants,0,
2877,101137,101137,Coolent (P/3),Consumable,Lubricants,0,
2878,101136,101136,Brake Fluid (P/1),Consumable,Lubricants,0,
2879,101135,101135,Bearing Grease (P/17),Consumable,Lubricants,0,
2880,101134,101134,Battery Acid (p/2),Consumable,Lubricants,0,
2881,101133,101133,AP Grease (Pol) (P/g),Consumable,Lubricants,0,
2882,101132,101132,Insulation Tape (Ele/15),Consumable,Electrical (Stores & Spares),0,
2883,101131,101131,Ignitor 240v (Ele) (Ele/122),Consumable,Electrical (Stores & Spares),0,
2884,101130,101130,HBC Fuse 63AMP (Ele) (Ele/1),Consumable,Electrical (Stores & Spares),0,
2885,101129,101129,Electronic Ignitor (Ele) (Ele/1),Consumable,Electrical (Stores & Spares),0,
2886,101128,101128,Copper Lug 25am (Ele) (Ele/),Consumable,Electrical (Stores & Spares),0,
2887,101127,101127,Copper Blast (Ele) (Ele/109),Consumable,Electrical (Stores & Spares),0,
2888,101126,101126,Capacitor 30MFD (Ele/1),Consumable,Electrical (Stores & Spares),0,
2889,101125,101125,Lubricator (Dg)(Dg/11),Consumable,Plant & Machinery Stores & Spares (ICM),0,
2890,101124,101124,Drill Rod 5' (Dg) (Dg/7),Consumable,Plant & Machinery Stores & Spares (ICM),0,
2891,101123,101123,Drill Rod 2.5' (Dg) (Dg/6),Consumable,Plant & Machinery Stores & Spares (ICM),0,
2892,101122,101122,Nonel (Explo/7),Consumable,Explosive Stores & Spares,0,
2893,101121,101121,Ear Plug 3m (Ms/11),Consumable,OHS Stores & Spares,0,
2894,101120,101120,Shaft for Sec. Cr,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2895,100528,100528,Ms plates 10 mm,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2896,101119,101119,V Belt C-350 (Ncr) (Ncr/196),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2897,101118,101118,V Belt C-238 (Ncr) (Ncr/359),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2898,101117,101117,U Bolt (Claip) (Ncr) (Ncr/460),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2899,101116,101116,Switch Dis-connector Fuse 320AMP 415v (Ncr) (Ncr/373)  ,Consumable,Electrical (Stores & Spares),0,
2900,101115,101115,"Spring L-550, WD=36mm, Sd-220mm, Coil 10 (Ncr) (Ncr/)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2901,101114,101114,"Spring Coil L-560mm,  Dia 40mm. Coil 8.5, B-220mm (Ncr/97)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2902,101113,101113,"Spring Coil 36mm Dia Rod. 220mm Dia, 760mm, Coil 11 (Ncr/4)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2903,101112,101112,Spacer/Washer New Making (Ncr) (Ncr/431),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2904,101111,101111,Relay Contractor Over Head 3UA55 (Ncr) (Ncr/453),Consumable,Electrical (Stores & Spares),0,
2905,101110,101110,Relay 57 70amp 75trm (Ncr) (Ncr120),Consumable,Electrical (Stores & Spares),0,
2906,101109,101109,Relay 30w50 02-1J (Ncr) (Ncr/450),Consumable,Electrical (Stores & Spares),0,
2907,101108,101108,Push Rod 32mm Dia (Ncr) (Ncr/457),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2908,101107,101107,"Push Rod 2""x7""x300mm Thread Pry Cr. (Ncr) (Ncr/3)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2909,101106,101106,Overload Relay 50-63Amps (Ncr) (Ncr/455),Consumable,Electrical (Stores & Spares),0,
2910,101105,101105,Oil Seal (Ncr) (Ncr/272),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2911,101104,101104,Oil Seal 55x90x10 (Ncr) (Ncr/361),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2912,101103,101103,Ht Nut & Bolt 24mm-Sec. Crusher Vibrator (Ncr/467) ,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2913,101102,101102,Moving Contract (Ncr) (Ncr/419),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2914,101101,101101,Main Shaffor Pry Cr. (Ncr) (Ncr/129),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2915,101100,101100,Ht Nut & Bolt (Ncr) (Ncr/175),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2916,101099,101099,HT Nut & Bolt M18x140 (Ncr) (Ncr/443),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2917,101098,101098,Ht Nut & Bolt M16x200 (Ncr) (Ncr/363),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2918,101097,101097,Ht Nut & Bolt M12x60 (Ncr) (Ncr/412),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2919,101096,101096,Ht Nut & Bolt M12x100 (Ncr) (Ncr/411),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2920,101095,101095,Ht Nut & Bolt 46Nx8 1/2 (Ncr) (Ncr/464),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2921,101094,101094,Ht Nut & Bolt 3/4x1 1/2 (Ncr) (Ncr/442),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2922,101093,101093,"Ht Nut & Bolt 1/5""(Ncr) (Ncr/124)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2923,101092,101092,"Ht Nut & Bolt 17x3"" (Ncr) (Ncr/371)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2924,101091,101091,Ht Nut & Bolt 13x14 (small) (Ncr) (Ncr/451),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2925,101090,101090,Ht Nut & Bolt 1/20x1 1/4 (Ncr) (Ncr/445),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2926,101089,101089,Ht Nut & Bolt 10mx65 (Ncr) (Ncr/365),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2927,101088,101088,Ht Hex Nut (Ncr) (Ncr/462),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2928,101087,101087,"Ht Hex Nut 1.5"" (Ncr) (Ncr/378)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2929,101086,101086,HT Hex Bolt (Ncr) (Ncr/461),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2930,101085,101085,Head Shower (Ncr) (Ncr/301),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2931,101084,101084,Feeder (Ncr) (Ncr/156),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2932,101083,101083,Coupling (Ncr) (Ncr/253),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2933,101074,101074,Carbon Brush (Ncr) (Ncr/273),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2934,101079,101079,Copper Lug 50mm (Ncr) (Ncr/308),Consumable,Electrical (Stores & Spares),0,
2935,101077,101077,Conveyor Belt 600mmx3ply (Ncr) (Ncr/468),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2936,101082,101082,Copper Lug 150mm (Ncr) (Ncr/398),Consumable,Electrical (Stores & Spares),0,
2937,101081,101081,Copper Lug 95mm (Ncr) (Ncr/440),Consumable,Electrical (Stores & Spares),0,
2938,101080,101080,Copper Lug 70mm (Ncr) (Ncr/307),Consumable,Electrical (Stores & Spares),0,
2939,101078,101078,Copper Lug 300mm (Ncr) (Ncr/441),Consumable,Electrical (Stores & Spares),0,
2940,101076,101076,CI Liner(Ncr) (Ncr/413),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2941,101075,101075,CFL Bulb 65 (Ncr) (Ncr/458),Consumable,Electrical (Stores & Spares),0,
2942,101071,101071,Bearing Block Sn518 (Ncr) (Ncr321),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2943,101070,101070,Bearing 7216 (Ncr) (Ncr/219),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2944,101073,101073,Bolt M20x220 with Double Nut (Ncr) (Ncr/438),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2945,101072,101072,Belt Fastner 100x40mm (Ncr) (Ncr/77),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2946,101069,101069,Bearing 33109 (Ncr) (Ncr/274),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2947,101067,101067,Bearing 33013 (Ncr) (Ncr/271),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2948,101068,101068,Bearing 6208zz Push Feeder (Ncr) (Ncr/339),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2949,101066,101066,Bering 33013 (Ncr) (Ncr/355),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2950,101057,101057,Bearing 2221k (Ncr/306),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2951,101058,101058,Bearing 23140 FAG-Brand (Ncr) (Ncr/469),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2952,101059,101059,Bearing 23230 EIA (Vibertor (Ncr) (Ncr/313),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2953,101060,101060,Bearing 2324 EW 33/NTN Secondary Cr. Outer (Ncr) (Nrc.3),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2954,101061,101061,Bearing 23236 MBW/NTN EW 33NTN Pry Cr. Outer (Ncr/336),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2955,101062,101062,Bearing 23248 W33m Pry Cr. Iner ((Ncr) (Ncr/328),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2956,101063,101063,Bearing 32013 (Ncr) (Ncr/401),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2957,101064,101064,Bearing 3205 (Ncr/472),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2958,101065,101065,Bearing 32207 (Ncr) (Ncr/355),Consumable,OHS Stores & Spares,0,
2959,101055,101055,Half Gum Boot (Butten Boot),Consumable,OHS Stores & Spares,0,
2960,101054,101054,"U.G Cable 2 core, 10 sq mm- Havells",Consumable,Electrical (Stores & Spares),0,
2961,100920,100920,Export Registration Form,Consumable,Office Printing & Stationery Stores & Spares,0,
2962,100919,100919,Daily Log Sheet ,Consumable,Office Printing & Stationery Stores & Spares,0,
2963,100918,100918,Loading Slip (100x2),Consumable,Office Printing & Stationery Stores & Spares,0,
2964,100915,100915,Sales Invoice 1/6 size - Gypsum,Consumable,Office Printing & Stationery Stores & Spares,0,
2965,100763,100763,"Q140 Hammer, 23/8API Reg Pin for Drill Machine ICM 260",Consumable,Plant & Machinery Stores & Spares (ICM),0,
2966,100761,100761,Sub for Drill Machine ICM 260,Consumable,Plant & Machinery Stores & Spares (ICM),0,
2967,100760,100760,Drill Rod (10'),Consumable,Plant & Machinery Stores & Spares (ICM),0,
2968,100759,100759,Drill Rod (6'),Consumable,Plant & Machinery Stores & Spares (ICM),0,
2969,100942,100942,Female Coupling,Consumable,Plant & Machinery Stores & Spares (ICM),0,
2970,100982,100982,"Screen (Length 1,500, Width 1,200, Size 6, Diameter 4) mm",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2971,101053,101053,"Toilet Pipe 110 mm, 6"" , 10"" & L",Consumable,Building & Civil Stores & Spares,0,
2972,101052,101052,"Internal Challan 1/4""",Consumable,Office Printing & Stationery Stores & Spares,0,
2973,100401,100401,Flap (9.00-20/10.00-20),Consumable,Motor Vehicle Stores & Spares (GAD),0,
2974,100353,100353,Tube for LPK 1618,Consumable,Motor Vehicle Stores & Spares (GAD),0,
2975,101051,101051,Distilled water,Consumable,Lubricants,0,
2976,101050,101050,Engine oil,Consumable,Lubricants,0,
2977,101049,101049,Page Marker - Multi colour,Consumable,Office Printing & Stationery Stores & Spares,0,
2978,101048,101048,"Sticky Pad premium 3x4""",Consumable,Office Printing & Stationery Stores & Spares,0,
2979,101047,101047,Gems Clip 35 mm - colour coated ,Consumable,Office Printing & Stationery Stores & Spares,0,
2980,101046,101046,Envelope 27cmX12cm (brown) 50 pieces,Consumable,Office Printing & Stationery Stores & Spares,0,
2981,101045,101045,Detol Soap (Liquid 200 ml),Consumable,Office Printing & Stationery Stores & Spares,0,
2982,100987,100987,Mobil Filter - Isuzu D-Max,Consumable,Motor Vehicle Stores & Spares (GAD),0,
2983,101044,101044,Transparency Sheet A3,Consumable,Office Printing & Stationery Stores & Spares,0,
2984,101043,101043,Mantle - 21%-355KG (603/9106_21),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2985,101041,101041,"TNP 1+1/2"" Bearing (02033218)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2986,101040,101040,Sleeve Bush Metric (JW54-AY1603),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2987,101039,101039,Tension Rod End Rev . A (JW54-AW1818),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2988,101038,101038,"Breather 1/4"" NPT (2531-1021)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2989,101037,101037,Jaw Holder Toe (CR024-008-801),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2990,101036,101036,M24-3.00X260 Black Hex Head Bolt GR 8.8 DIN931(2232-1370),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2991,101035,101035,Nut Hex Nyloc P-Type M36 (MOT-004224),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2992,101034,101034,SQ. Head Bolt (MOT-AY1335),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2993,101033,101033,Moving Jaw Wedge - r.E (JW42-AY1322),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2994,101032,101032,Bolt Hex Hd M30X90 (MOT-000850),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2995,101031,101031,Impact Plate - r.B (JW42-AY1333),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2996,101030,101030,Backing Plate - Bolted Ted Version (CR024-017-001),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2997,101029,101029,Troughing Roller ASM (CR024-017-001),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2998,101028,101028,Superseded By 2421-0010SN (2421-0010),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
2999,101027,101027,Trough Set B/Plate Mounted (2495-3009),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3000,101026,101026,Return Idler (2495-3009),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3001,101025,101025,75mm P Bearing (2421-0015SN),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3002,101024,101024,Guide Bush Rear - Rev. 2 (JW54-AY1575),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3003,101023,101023,Motor Stand Spring Adjuster (5001-57-01-11),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3004,101022,101022,Fixed Jaw Backing Plate r.c (JW42-AX1601),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3005,101021,101021,Fixed Jaw Wedge Bolt - r.c (JW42-AY1367),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3006,101020,101020,Wedge Block - Long (JW42-AY1365IN),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3007,101019,101019,Structural Washer M30 (MOT-00427),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3008,101018,101018,"Nut Hex , Thin M30 GR 8.8 (MOT -000176)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3009,101017,101017,M30 Nyloc Nut (MOT-002259),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3010,101015,101015,Impact Idler for 500BW (5000-73-04-03-001),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3011,101016,101016,Return Idler 500BW (5000-73-04-05-001),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3012,101014,101014,Roller for Troughing Idler 500BW (5000-73-04-001),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3013,101013,101013,Return Idler for 800BW (5000-73-02-07-001),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3014,101012,101012,Impact Idler for 800BW (5000-73-02-07-001),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3015,101011,101011,Roller for Troughing Idler 500BW (5000-73-02-01-008),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3016,101010,101010,Filter/Breather Cap (2589-5284),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3017,101009,101009,O Ring (307/4),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3018,101008,101008,O Ring (307/2),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3019,100974,100974,Coolant - Vehicle,Consumable,Lubricants,0,
3020,100975,100975,Gear Oil - 80W90,Consumable,Lubricants,0,
3021,101007,101007,O Ring Stub Shaft Flinger (307/17),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3022,100976,100976,Hydraulic - Tipper  ,Consumable,Motor Vehicle Stores & Spares (GAD),0,
3023,100986,100986,Diesel Filter - Isuzu,Consumable,Motor Vehicle Stores & Spares (GAD),0,
3024,100988,100988,Mobil Filter - Isuzu S-Cab,Consumable,Motor Vehicle Stores & Spares (GAD),0,
3025,101006,101006,O Ring Stub Shaft (307/16),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3026,101005,101005,O Ring (900 MK2 Cone Head) -307/1,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3027,101004,101004,Strip (2152-9050),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3028,100984,100984,Alloy Wheel,Consumable,Motor Vehicle Stores & Spares (GAD),0,
3029,101003,101003,Presol G-Sliding Coupler - U TYP (TM-0010-0022),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3030,101002,101002,"Grease Nipple 1/8""BSP IND Button Head (2530-1135)",Consumable,Tools and Tackle,0,
3031,101001,101001,Drive Belt Cone Crusher SPC-2500 (5002-68-01),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3032,100999,100999,Filter Element (HP-050-1A10-NB),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3033,100998,100998,CS150P25A-PEG-LOGO Spare Element (2589-2030),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3034,100997,100997,Filler/Beather Cap Text 7627 (2589-2002),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3035,100996,100996,Suction Filter Element (2589-5292),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3036,100995,100995,STR1004SG1M90P09 Suction Filter Element (2589-1074),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3037,100994,100994,HP1352P10ANP09 Suction Filter Element (2589-5277),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3038,100993,100993,DP010A010ANP01 Element (2589-5277),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3039,100992,100992,Suction Strainer (5001-12-01-14),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3040,100983,100983,Oil Filter Element (5001-12-01-01-0010),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3041,100991,100991,Filter Bearing FSB 05-10 (5001-12-01-19),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3042,100990,100990,Cloth Mask,Consumable,OHS Stores & Spares,0,
3043,100981,100981,"Screen (Length 1,500, Width 1,200, Size 12, Diameter 8) mm",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3044,100980,100980,"Screen (Length 1,500, Width 1,200, Size 24, Diameter 10) mm",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3045,100890,100890,"D.A. Regulator Single Stage, Ador",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3046,100889,100889,"Oxygen Regulator Single Stage, Ador",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3047,100979,100979,Welding Hose Pipe for DA,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3048,100978,100978,Welding Hose Pipe for Oxygen,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3049,100973,100973,HP cartridge 17 A,Consumable,Office Printing & Stationery Stores & Spares,0,
3050,100972,100972,Com Bind - 20 mm,Consumable,Office Printing & Stationery Stores & Spares,0,
3051,100971,100971,Comb Bind - 12 mm,Consumable,Office Printing & Stationery Stores & Spares,0,
3052,100970,100970,Comb Spiral - 8 mm,Consumable,Office Printing & Stationery Stores & Spares,0,
3053,100969,100969,Normal Gas Regulator & Pipe,Consumable,Other Miscelleanous Stores & Spares,0,
3054,100968,100968,Gas stop Normal,Consumable,Other Miscelleanous Stores & Spares,0,
3055,100967,100967,Gas stop - Single Burner,Consumable,Other Miscelleanous Stores & Spares,0,
3056,100966,100966,Frying Big,Consumable,Other Miscelleanous Stores & Spares,0,
3057,100965,100965,Laddle small ,Consumable,Other Miscelleanous Stores & Spares,0,
3058,100964,100964,Laddle Large,Consumable,Other Miscelleanous Stores & Spares,0,
3059,100963,100963,Bowl (steel),Consumable,Other Miscelleanous Stores & Spares,0,
3060,100962,100962,Safety Shoes - Mangla (Swatch),Consumable,OHS Stores & Spares,0,
3061,100961,100961,"Service cable 2 core, 4 sq mm",Consumable,Electrical (Stores & Spares),0,
3062,100960,100960,LED Flood Light (50W),Consumable,Electrical (Stores & Spares),0,
3063,100959,100959,Eye Protection glass Mallcom,Consumable,OHS Stores & Spares,0,
3064,100958,100958,Welding Rod - 4 mm - Ador,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3065,100957,100957,Compressor Pipe 20 mm - Duplon,Consumable,Plant & Machinery Stores & Spares (ICM),0,
3066,100956,100956,QL-40 Hammer 93501833 - Atlas Copco,Consumable,Plant & Machinery Stores & Spares (ICM),0,
3067,100955,100955,Allen Key Set AKL ��� 10,Consumable,Tools and Tackle,0,
3068,100954,100954,Allen Key Set AKM ��� 9,Consumable,Tools and Tackle,0,
3069,100953,100953,Sledge Hammer Head SHH 3600,Consumable,Tools and Tackle,0,
3070,100952,100952,Sledge Hammer Head SHH 2700,Consumable,Tools and Tackle,0,
3071,100951,100951,Socket set 6.3mm S1/4H,Consumable,Tools and Tackle,0,
3072,100950,100950,Screw Driver Kits 1013,Consumable,Tools and Tackle,0,
3073,100949,100949,Precision Screw Driver Sets PST6,Consumable,Tools and Tackle,0,
3074,100948,100948,Combination Plier MCP -12,Consumable,Tools and Tackle,0,
3075,100947,100947,Combination Plier 1621-8,Consumable,Tools and Tackle,0,
3076,100946,100946,Combination Plier 1621-6,Consumable,Tools and Tackle,0,
3077,100945,100945,Adjustable Spanner 1173,Consumable,Tools and Tackle,0,
3078,100944,100944,Adjustable Spanner 1171,Consumable,Tools and Tackle,0,
3079,100943,100943,Hose Clamp,Consumable,Plant & Machinery Stores & Spares (ICM),0,
3080,100940,100940,Drill Hose Pipe,Consumable,Plant & Machinery Stores & Spares (ICM),0,
3081,100939,100939,Nipple for grease (HY 600 cc),Consumable,Tools and Tackle,0,
3082,100938,100938,Grease Gun (HY 600 cc),Consumable,Tools and Tackle,0,
3083,100937,100937,Rear Brake Shoes,Consumable,Motor Vehicle Stores & Spares (GAD),0,
3084,100936,100936,QL - 41 Hammer 93501833 - Make: Sandvik,Consumable,,0,
3085,100935,100935,Small dia Explosive (Emuldyne),Consumable,Explosive Stores & Spares,0,
3086,100934,100934,NED 9 Meters (Twindet) - Silky Type,Consumable,Explosive Stores & Spares,0,
3087,100933,100933,NED 7 Meters (Twindet) - Silky type,Consumable,Explosive Stores & Spares,0,
3088,100932,100932,Power Strip 6 way,Consumable,Electrical (Stores & Spares),0,
3089,100931,100931,Power Strip 16A,Consumable,Electrical (Stores & Spares),0,
3090,100707,100707,Over sizes Aggregate,Consumable,Building & Civil Stores & Spares,0,
3091,100930,100930,CTD,Consumable,,0,
3092,100929,100929,Unloading Slip,Consumable,Office Printing & Stationery Stores & Spares,0,
3093,100928,100928,"Invoice 1/6, 50x5 = 250 pages",Consumable,Office Printing & Stationery Stores & Spares,0,
3094,100927,100927,Dispatch Challan (1/8) size,Consumable,Office Printing & Stationery Stores & Spares,0,
3095,100926,100926,P.O.L Supply Memo,Consumable,Office Printing & Stationery Stores & Spares,0,
3096,100925,100925,Truck Receipt/Consignment Note,Consumable,Office Printing & Stationery Stores & Spares,0,
3097,100924,100924,Customs Transit Declaration (Export) ,Consumable,Office Printing & Stationery Stores & Spares,0,
3098,100923,100923,Commercial Invoice,Consumable,Office Printing & Stationery Stores & Spares,0,
3099,100922,100922,Shipping Bill for Goods from Bhutan,Consumable,Office Printing & Stationery Stores & Spares,0,
3100,100921,100921,Freight Advice Challan 50x3,Consumable,Office Printing & Stationery Stores & Spares,0,
3101,100917,100917,Weigh Bridge Card (100x2),Consumable,Office Printing & Stationery Stores & Spares,0,
3102,100916,100916,Trip Slip (100x2 pages),Consumable,Office Printing & Stationery Stores & Spares,0,
3103,100914,100914,Sales Invoice - Gypsum,Consumable,Office Printing & Stationery Stores & Spares,0,
3104,100913,100913,V-Belt C350 (Fenner),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3105,100912,100912,V-Belt SPC 9000 (Fenner),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3106,100911,100911,Bearing 22320 (Straight Bore),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
3107,100910,100910,"Lifting Belt (5 ton, 4 Mtrs)",Consumable,OHS Stores & Spares,0,
3108,100909,100909,Grease Gun (Capacity 5 kgs),Consumable,Tools and Tackle,0,
3109,100907,100907,MS Joist (300mmx140mmx3200mmx7.7mm),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
3110,100904,100904,Cutter Side RH Kobelco,Consumable,Plant & Machinery Stores & Spares (Excavators),0,
3111,100905,100905,Cutter Side LH Kobelco,Consumable,Plant & Machinery Stores & Spares (Excavators),0,
3112,100901,100901,Drum Cartridge for (versalik B7030),Consumable,Office Printing & Stationery Stores & Spares,0,
3113,100900,100900,"Wood & Sand for Const. of Toilet, Kitchen & Bathroom",Consumable,Building & Civil Stores & Spares,0,
3114,100899,100899,Led bub 32 wat,Consumable,Electrical (Stores & Spares),0,
3115,100898,100898,"Nipple 2""x 4""",Consumable,Building & Civil Stores & Spares,0,
3116,100897,100897,"GI Elbow 2.5""",Consumable,Building & Civil Stores & Spares,0,
3117,100896,100896,Hack saw frame,Consumable,Tools and Tackle,0,
3118,100893,100893,Petrol,Consumable,Lubricants,0,
3119,100892,100892,Coolant (18 Ltrs) for DTH ICM 260,Consumable,Lubricants,0,
